#index	label	wavelength	comment
57950	V 22      1.80987A		# extra Lyman line
57955	V 22      1.80987A		# extra Lyman line
57960	V 22      1.80986A		# extra Lyman line
57965	Cr23      1.66470A		# extra Lyman line
57970	Cr23      1.66380A		# extra Lyman line
57975	Cr23      1.66306A		# extra Lyman line
57980	Cr23      1.66243A		# extra Lyman line
57985	Cr23      1.66190A		# extra Lyman line
57990	Cr23      1.66145A		# extra Lyman line
57995	Cr23      1.66107A		# extra Lyman line
58000	Cr23      1.66073A		# extra Lyman line
58005	Cr23      1.66044A		# extra Lyman line
58010	Cr23      1.66018A		# extra Lyman line
58015	Cr23      1.65996A		# extra Lyman line
58020	Cr23      1.65976A		# extra Lyman line
58025	Cr23      1.65958A		# extra Lyman line
58030	Cr23      1.65942A		# extra Lyman line
58035	Cr23      1.65927A		# extra Lyman line
58040	Cr23      1.65914A		# extra Lyman line
58045	Cr23      1.65903A		# extra Lyman line
58050	Cr23      1.65892A		# extra Lyman line
58055	Cr23      1.65882A		# extra Lyman line
58060	Cr23      1.65874A		# extra Lyman line
58065	Cr23      1.65865A		# extra Lyman line
58070	Cr23      1.65858A		# extra Lyman line
58075	Cr23      1.65851A		# extra Lyman line
58080	Cr23      1.65845A		# extra Lyman line
58085	Cr23      1.65839A		# extra Lyman line
58090	Cr23      1.65834A		# extra Lyman line
58095	Cr23      1.65829A		# extra Lyman line
58100	Cr23      1.65824A		# extra Lyman line
58105	Cr23      1.65820A		# extra Lyman line
58110	Cr23      1.65816A		# extra Lyman line
58115	Cr23      1.65812A		# extra Lyman line
58120	Cr23      1.65808A		# extra Lyman line
58125	Cr23      1.65805A		# extra Lyman line
58130	Cr23      1.65802A		# extra Lyman line
58135	Cr23      1.65799A		# extra Lyman line
58140	Cr23      1.65796A		# extra Lyman line
58145	Cr23      1.65794A		# extra Lyman line
58150	Cr23      1.65791A		# extra Lyman line
58155	Cr23      1.65789A		# extra Lyman line
58160	Cr23      1.65787A		# extra Lyman line
58165	Cr23      1.65785A		# extra Lyman line
58170	Cr23      1.65783A		# extra Lyman line
58175	Cr23      1.65781A		# extra Lyman line
58180	Cr23      1.65779A		# extra Lyman line
58185	Cr23      1.65778A		# extra Lyman line
58190	Cr23      1.65776A		# extra Lyman line
58195	Cr23      1.65775A		# extra Lyman line
58200	Cr23      1.65773A		# extra Lyman line
58205	Cr23      1.65772A		# extra Lyman line
58210	Cr23      1.65771A		# extra Lyman line
58215	Cr23      1.65769A		# extra Lyman line
58220	Cr23      1.65768A		# extra Lyman line
58225	Cr23      1.65767A		# extra Lyman line
58230	Cr23      1.65766A		# extra Lyman line
58235	Cr23      1.65765A		# extra Lyman line
58240	Cr23      1.65764A		# extra Lyman line
58245	Cr23      1.65763A		# extra Lyman line
58250	Cr23      1.65762A		# extra Lyman line
58255	Cr23      1.65761A		# extra Lyman line
58260	Cr23      1.65760A		# extra Lyman line
58265	Cr23      1.65760A		# extra Lyman line
58270	Cr23      1.65759A		# extra Lyman line
58275	Cr23      1.65758A		# extra Lyman line
58280	Cr23      1.65757A		# extra Lyman line
58285	Cr23      1.65757A		# extra Lyman line
58290	Cr23      1.65756A		# extra Lyman line
58295	Cr23      1.65755A		# extra Lyman line
58300	Cr23      1.65755A		# extra Lyman line
58305	Cr23      1.65754A		# extra Lyman line
58310	Cr23      1.65754A		# extra Lyman line
58315	Cr23      1.65753A		# extra Lyman line
58320	Cr23      1.65752A		# extra Lyman line
58325	Cr23      1.65752A		# extra Lyman line
58330	Cr23      1.65751A		# extra Lyman line
58335	Cr23      1.65751A		# extra Lyman line
58340	Cr23      1.65751A		# extra Lyman line
58345	Cr23      1.65750A		# extra Lyman line
58350	Cr23      1.65750A		# extra Lyman line
58355	Cr23      1.65749A		# extra Lyman line
58360	Cr23      1.65749A		# extra Lyman line
58365	Cr23      1.65748A		# extra Lyman line
58370	Cr23      1.65748A		# extra Lyman line
58375	Cr23      1.65748A		# extra Lyman line
58380	Cr23      1.65747A		# extra Lyman line
58385	Cr23      1.65747A		# extra Lyman line
58390	Mn24      1.52994A		# extra Lyman line
58395	Mn24      1.52912A		# extra Lyman line
58400	Mn24      1.52843A		# extra Lyman line
58405	Mn24      1.52786A		# extra Lyman line
58410	Mn24      1.52738A		# extra Lyman line
58415	Mn24      1.52696A		# extra Lyman line
58420	Mn24      1.52661A		# extra Lyman line
58425	Mn24      1.52630A		# extra Lyman line
58430	Mn24      1.52603A		# extra Lyman line
58435	Mn24      1.52579A		# extra Lyman line
58440	Mn24      1.52559A		# extra Lyman line
58445	Mn24      1.52540A		# extra Lyman line
58450	Mn24      1.52524A		# extra Lyman line
58455	Mn24      1.52509A		# extra Lyman line
58460	Mn24      1.52496A		# extra Lyman line
58465	Mn24      1.52484A		# extra Lyman line
58470	Mn24      1.52473A		# extra Lyman line
58475	Mn24      1.52463A		# extra Lyman line
58480	Mn24      1.52454A		# extra Lyman line
58485	Mn24      1.52446A		# extra Lyman line
58490	Mn24      1.52439A		# extra Lyman line
58495	Mn24      1.52432A		# extra Lyman line
58500	Mn24      1.52426A		# extra Lyman line
58505	Mn24      1.52420A		# extra Lyman line
58510	Mn24      1.52415A		# extra Lyman line
58515	Mn24      1.52410A		# extra Lyman line
58520	Mn24      1.52405A		# extra Lyman line
58525	Mn24      1.52401A		# extra Lyman line
58530	Mn24      1.52397A		# extra Lyman line
58535	Mn24      1.52393A		# extra Lyman line
58540	Mn24      1.52390A		# extra Lyman line
58545	Mn24      1.52387A		# extra Lyman line
58550	Mn24      1.52383A		# extra Lyman line
58555	Mn24      1.52381A		# extra Lyman line
58560	Mn24      1.52378A		# extra Lyman line
58565	Mn24      1.52375A		# extra Lyman line
58570	Mn24      1.52373A		# extra Lyman line
58575	Mn24      1.52371A		# extra Lyman line
58580	Mn24      1.52369A		# extra Lyman line
58585	Mn24      1.52367A		# extra Lyman line
58590	Mn24      1.52365A		# extra Lyman line
58595	Mn24      1.52363A		# extra Lyman line
58600	Mn24      1.52361A		# extra Lyman line
58605	Mn24      1.52360A		# extra Lyman line
58610	Mn24      1.52358A		# extra Lyman line
58615	Mn24      1.52357A		# extra Lyman line
58620	Mn24      1.52355A		# extra Lyman line
58625	Mn24      1.52354A		# extra Lyman line
58630	Mn24      1.52353A		# extra Lyman line
58635	Mn24      1.52352A		# extra Lyman line
58640	Mn24      1.52351A		# extra Lyman line
58645	Mn24      1.52349A		# extra Lyman line
58650	Mn24      1.52348A		# extra Lyman line
58655	Mn24      1.52347A		# extra Lyman line
58660	Mn24      1.52346A		# extra Lyman line
58665	Mn24      1.52346A		# extra Lyman line
58670	Mn24      1.52345A		# extra Lyman line
58675	Mn24      1.52344A		# extra Lyman line
58680	Mn24      1.52343A		# extra Lyman line
58685	Mn24      1.52342A		# extra Lyman line
58690	Mn24      1.52342A		# extra Lyman line
58695	Mn24      1.52341A		# extra Lyman line
58700	Mn24      1.52340A		# extra Lyman line
58705	Mn24      1.52340A		# extra Lyman line
58710	Mn24      1.52339A		# extra Lyman line
58715	Mn24      1.52338A		# extra Lyman line
58720	Mn24      1.52338A		# extra Lyman line
58725	Mn24      1.52337A		# extra Lyman line
58730	Mn24      1.52337A		# extra Lyman line
58735	Mn24      1.52336A		# extra Lyman line
58740	Mn24      1.52336A		# extra Lyman line
58745	Mn24      1.52335A		# extra Lyman line
58750	Mn24      1.52335A		# extra Lyman line
58755	Mn24      1.52334A		# extra Lyman line
58760	Mn24      1.52334A		# extra Lyman line
58765	Mn24      1.52333A		# extra Lyman line
58770	Mn24      1.52333A		# extra Lyman line
58775	Mn24      1.52332A		# extra Lyman line
58780	Mn24      1.52332A		# extra Lyman line
58785	Mn24      1.52332A		# extra Lyman line
58790	Mn24      1.52331A		# extra Lyman line
58795	Mn24      1.52331A		# extra Lyman line
58800	Mn24      1.52331A		# extra Lyman line
58805	Mn24      1.52330A		# extra Lyman line
58810	Mn24      1.52330A		# extra Lyman line
58815	Fe25      1.40554A		# extra Lyman line
58820	Fe25      1.40548A		# extra Lyman line
58825	Fe25      1.40543A		# extra Lyman line
58830	Fe25      1.40538A		# extra Lyman line
58835	Fe25      1.40533A		# extra Lyman line
58840	Fe25      1.40529A		# extra Lyman line
58845	Fe25      1.40525A		# extra Lyman line
58850	Fe25      1.40521A		# extra Lyman line
58855	Fe25      1.40518A		# extra Lyman line
58860	Fe25      1.40515A		# extra Lyman line
58865	Fe25      1.40512A		# extra Lyman line
58870	Fe25      1.40509A		# extra Lyman line
58875	Fe25      1.40506A		# extra Lyman line
58880	Fe25      1.40504A		# extra Lyman line
58885	Fe25      1.40502A		# extra Lyman line
58890	Fe25      1.40499A		# extra Lyman line
58895	Fe25      1.40497A		# extra Lyman line
58900	Fe25      1.40495A		# extra Lyman line
58905	Fe25      1.40494A		# extra Lyman line
58910	Fe25      1.40492A		# extra Lyman line
58915	Fe25      1.40490A		# extra Lyman line
58920	Fe25      1.40489A		# extra Lyman line
58925	Fe25      1.40487A		# extra Lyman line
58930	Fe25      1.40486A		# extra Lyman line
58935	Fe25      1.40484A		# extra Lyman line
58940	Fe25      1.40483A		# extra Lyman line
58945	Fe25      1.40482A		# extra Lyman line
58950	Fe25      1.40481A		# extra Lyman line
58955	Fe25      1.40480A		# extra Lyman line
58960	Fe25      1.40479A		# extra Lyman line
58965	Fe25      1.40478A		# extra Lyman line
58970	Fe25      1.40477A		# extra Lyman line
58975	Fe25      1.40476A		# extra Lyman line
58980	Fe25      1.40475A		# extra Lyman line
58985	Fe25      1.40474A		# extra Lyman line
58990	Fe25      1.40473A		# extra Lyman line
58995	Fe25      1.40472A		# extra Lyman line
59000	Fe25      1.40472A		# extra Lyman line
59005	Fe25      1.40471A		# extra Lyman line
59010	Fe25      1.40470A		# extra Lyman line
59015	Fe25      1.40470A		# extra Lyman line
59020	Fe25      1.40469A		# extra Lyman line
59025	Fe25      1.40468A		# extra Lyman line
59030	Fe25      1.40468A		# extra Lyman line
59035	Fe25      1.40467A		# extra Lyman line
59040	Fe25      1.40467A		# extra Lyman line
59045	Fe25      1.40466A		# extra Lyman line
59050	Fe25      1.40466A		# extra Lyman line
59055	Fe25      1.40465A		# extra Lyman line
59060	Fe25      1.40465A		# extra Lyman line
59065	Fe25      1.40464A		# extra Lyman line
59070	Fe25      1.40464A		# extra Lyman line
59075	Fe25      1.40464A		# extra Lyman line
59080	Fe25      1.40463A		# extra Lyman line
59085	Fe25      1.40463A		# extra Lyman line
59090	Fe25      1.40462A		# extra Lyman line
59095	Fe25      1.40462A		# extra Lyman line
59100	Fe25      1.40462A		# extra Lyman line
59105	Fe25      1.40461A		# extra Lyman line
59110	Fe25      1.40461A		# extra Lyman line
59115	Fe25      1.40461A		# extra Lyman line
59120	Fe25      1.40460A		# extra Lyman line
59125	Fe25      1.40460A		# extra Lyman line
59130	Fe25      1.40460A		# extra Lyman line
59135	Ni27      1.21043A		# extra Lyman line
59140	Ni27      1.20977A		# extra Lyman line
59145	Ni27      1.20923A		# extra Lyman line
59150	Ni27      1.20878A		# extra Lyman line
59155	Ni27      1.20839A		# extra Lyman line
59160	Ni27      1.20807A		# extra Lyman line
59165	Ni27      1.20778A		# extra Lyman line
59170	Ni27      1.20754A		# extra Lyman line
59175	Ni27      1.20733A		# extra Lyman line
59180	Ni27      1.20714A		# extra Lyman line
59185	Ni27      1.20698A		# extra Lyman line
59190	Ni27      1.20683A		# extra Lyman line
59195	Ni27      1.20670A		# extra Lyman line
59200	Ni27      1.20658A		# extra Lyman line
59205	Ni27      1.20648A		# extra Lyman line
59210	Ni27      1.20639A		# extra Lyman line
59215	Ni27      1.20630A		# extra Lyman line
59220	Ni27      1.20622A		# extra Lyman line
59225	Ni27      1.20615A		# extra Lyman line
59230	Ni27      1.20609A		# extra Lyman line
59235	Ni27      1.20603A		# extra Lyman line
59240	Ni27      1.20598A		# extra Lyman line
59245	Ni27      1.20593A		# extra Lyman line
59250	Ni27      1.20588A		# extra Lyman line
59255	Ni27      1.20584A		# extra Lyman line
59260	Ni27      1.20580A		# extra Lyman line
59265	Ni27      1.20576A		# extra Lyman line
59270	Ni27      1.20573A		# extra Lyman line
59275	Ni27      1.20570A		# extra Lyman line
59280	Ni27      1.20567A		# extra Lyman line
59285	Ni27      1.20564A		# extra Lyman line
59290	Ni27      1.20562A		# extra Lyman line
59295	Ni27      1.20559A		# extra Lyman line
59300	Ni27      1.20557A		# extra Lyman line
59305	Ni27      1.20555A		# extra Lyman line
59310	Ni27      1.20553A		# extra Lyman line
59315	Ni27      1.20551A		# extra Lyman line
59320	Ni27      1.20549A		# extra Lyman line
59325	Ni27      1.20548A		# extra Lyman line
59330	Ni27      1.20546A		# extra Lyman line
59335	Ni27      1.20544A		# extra Lyman line
59340	Ni27      1.20543A		# extra Lyman line
59345	Ni27      1.20542A		# extra Lyman line
59350	Ni27      1.20540A		# extra Lyman line
59355	Ni27      1.20539A		# extra Lyman line
59360	Ni27      1.20538A		# extra Lyman line
59365	Ni27      1.20537A		# extra Lyman line
59370	Ni27      1.20536A		# extra Lyman line
59375	Ni27      1.20535A		# extra Lyman line
59380	Ni27      1.20534A		# extra Lyman line
59385	Ni27      1.20533A		# extra Lyman line
59390	Ni27      1.20532A		# extra Lyman line
59395	Ni27      1.20531A		# extra Lyman line
59400	Ni27      1.20531A		# extra Lyman line
59405	Ni27      1.20530A		# extra Lyman line
59410	Ni27      1.20529A		# extra Lyman line
59415	Ni27      1.20529A		# extra Lyman line
59420	Ni27      1.20528A		# extra Lyman line
59425	Ni27      1.20527A		# extra Lyman line
59430	Ni27      1.20527A		# extra Lyman line
59435	Ni27      1.20526A		# extra Lyman line
59440	Ni27      1.20525A		# extra Lyman line
59445	Ni27      1.20525A		# extra Lyman line
59450	Ni27      1.20524A		# extra Lyman line
59455	Ni27      1.20524A		# extra Lyman line
59460	Ni27      1.20523A		# extra Lyman line
59465	Ni27      1.20523A		# extra Lyman line
59470	Ni27      1.20523A		# extra Lyman line
59475	Ni27      1.20522A		# extra Lyman line
59480	Ni27      1.20522A		# extra Lyman line
59485	Ni27      1.20521A		# extra Lyman line
59490	Ni27      1.20521A		# extra Lyman line
59495	Ni27      1.20521A		# extra Lyman line
59500	Ni27      1.20520A		# extra Lyman line
59505	Ni27      1.20520A		# extra Lyman line
59510	Ni27      1.20519A		# extra Lyman line
59515	Ni27      1.20519A		# extra Lyman line
59520	Ni27      1.20519A		# extra Lyman line
59525	Ni27      1.20519A		# extra Lyman line
59530	Ni27      1.20518A		# extra Lyman line
59535	Ni27      1.20518A		# extra Lyman line
59540	Ni27      1.20518A		# extra Lyman line
59545	Ni27      1.20517A		# extra Lyman line
59550	Ni27      1.20517A		# extra Lyman line
59555	Ni27      1.20517A		# extra Lyman line
59560	Cu28      1.12616A		# extra Lyman line
59565	Cu28      1.12555A		# extra Lyman line
59570	Cu28      1.12504A		# extra Lyman line
59575	Cu28      1.12462A		# extra Lyman line
59580	Cu28      1.12426A		# extra Lyman line
59585	Cu28      1.12396A		# extra Lyman line
59590	Cu28      1.12370A		# extra Lyman line
59595	Cu28      1.12347A		# extra Lyman line
59600	Cu28      1.12327A		# extra Lyman line
59605	Cu28      1.12310A		# extra Lyman line
59610	Cu28      1.12295A		# extra Lyman line
59615	Cu28      1.12281A		# extra Lyman line
59620	Cu28      1.12269A		# extra Lyman line
59625	Cu28      1.12258A		# extra Lyman line
59630	Cu28      1.12249A		# extra Lyman line
59635	Cu28      1.12240A		# extra Lyman line
59640	Cu28      1.12232A		# extra Lyman line
59645	Cu28      1.12225A		# extra Lyman line
59650	Cu28      1.12218A		# extra Lyman line
59655	Cu28      1.12212A		# extra Lyman line
59660	Cu28      1.12207A		# extra Lyman line
59665	Cu28      1.12202A		# extra Lyman line
59670	Cu28      1.12197A		# extra Lyman line
59675	Cu28      1.12193A		# extra Lyman line
59680	Cu28      1.12189A		# extra Lyman line
59685	Cu28      1.12185A		# extra Lyman line
59690	Cu28      1.12182A		# extra Lyman line
59695	Cu28      1.12179A		# extra Lyman line
59700	Cu28      1.12176A		# extra Lyman line
59705	Cu28      1.12173A		# extra Lyman line
59710	Cu28      1.12170A		# extra Lyman line
59715	Cu28      1.12168A		# extra Lyman line
59720	Cu28      1.12166A		# extra Lyman line
59725	Cu28      1.12164A		# extra Lyman line
59730	Cu28      1.12162A		# extra Lyman line
59735	Cu28      1.12160A		# extra Lyman line
59740	Cu28      1.12158A		# extra Lyman line
59745	Cu28      1.12157A		# extra Lyman line
59750	Cu28      1.12155A		# extra Lyman line
59755	Cu28      1.12153A		# extra Lyman line
59760	Cu28      1.12152A		# extra Lyman line
59765	Cu28      1.12151A		# extra Lyman line
59770	Cu28      1.12150A		# extra Lyman line
59775	Cu28      1.12148A		# extra Lyman line
59780	Cu28      1.12147A		# extra Lyman line
59785	Cu28      1.12146A		# extra Lyman line
59790	Cu28      1.12145A		# extra Lyman line
59795	Cu28      1.12144A		# extra Lyman line
59800	Cu28      1.12143A		# extra Lyman line
59805	Cu28      1.12142A		# extra Lyman line
59810	Cu28      1.12142A		# extra Lyman line
59815	Cu28      1.12141A		# extra Lyman line
59820	Cu28      1.12140A		# extra Lyman line
59825	Cu28      1.12139A		# extra Lyman line
59830	Cu28      1.12139A		# extra Lyman line
59835	Cu28      1.12138A		# extra Lyman line
59840	Cu28      1.12137A		# extra Lyman line
59845	Cu28      1.12137A		# extra Lyman line
